Century;Type;Race1;Race2;Planet;System;Event
91;Event;145;;14527;4308;Community government has been overthrown by Monarchy
91;Event;154;;15524;4578;Tribalism government has been overthrown by Monarchy
91;Event;210;;21127;6249;Democracy government has been overthrown by Tribalism
91;Event;270;;28357;8375;Major happy event
91;Event;290;;29810;8798;Civil unrest
91;Event;380;;38247;11302;Community government has been overthrown by Tribalism
91;Event;465;;46202;13593;Religious crisis (Polytheism to Polytheism)
91;Event;466;;46226;13598;Natural catastrophe
91;Event;475;;47015;13823;Tribalism government has been overthrown by Theocracy
91;Event;485;;47737;14044;Natural catastrophe
91;Event;495;;48418;14267;Monarchy government has been overthrown by Tribalism
91;Event;521;;50972;15005;Balkanization government has been overthrown by Community
91;Event;561;;54105;15943;Democracy government has been overthrown by Theocracy
91;Event;580;;55773;16395;TL collapse
91;Event;650;;62782;18478;Anarchy government has been overthrown by Democracy
91;Event;660;;63724;18755;Theocracy government has been overthrown by Theocracy
91;Event;823;;79057;23238;Community government has been overthrown by Tribalism
91;Event;893;;84696;24898;Major religious event
91;Event;966;;91158;26810;Theocracy government has been overthrown by Theocracy
91;Event;1078;;101558;29822;Tribalism government has been overthrown by Anarchy
91;Event;1079;;101702;29863;Natural catastrophe
91;Event;1112;;105042;30910;Tribalism government has been overthrown by Community
91;Event;1157;;110892;32655;Balkanization government has been overthrown by Tribalism
91;Event;1181;;112900;33257;Balkanization government has been overthrown by Community
91;Event;1202;;114781;33812;Mineral ressources crisis
91;Event;1217;;116472;34301;Balkanization government has been overthrown by Anarchy
91;Event;1219;;116570;34322;Theocracy government has been overthrown by Democracy
91;Event;1242;;118910;34991;Crime Wave
91;Event;1296;;124497;36604;Balkanization government has been overthrown by Monarchy
91;Event;1462;;141281;41450;Tribalism government has been overthrown by Tribalism
91;Event;1472;;142506;41820;Mineral ressources crisis
91;Event;1602;;152420;44699;Tribalism government has been overthrown by Anarchy
91;Event;1631;;155238;45558;Anarchy government has been overthrown by Anarchy
91;Event;1654;;157491;46224;Tribalism government has been overthrown by Democracy
91;Event;1723;;164513;48274;Community government has been overthrown by Tribalism
91;Event;1728;;164754;48347;Economic collapse
91;Event;1738;;165740;48620;Democracy government has been overthrown by Tribalism
91;Event;1746;;166519;48839;Theocracy government has been overthrown by Anarchy
91;Event;1749;;167017;48987;Democracy government has been overthrown by Monarchy
91;Event;1782;;169848;49806;Theocracy government has been overthrown by Theocracy
91;Event;1824;;174375;51159;Community government has been overthrown by Community
91;Event;1897;;182109;53425;Monarchy government has been overthrown by Theocracy
91;Event;1910;;183395;53829;Tribalism government has been overthrown by Monarchy
91;Event;1986;;190063;55842;Theocracy government has been overthrown by Tribalism
91;Event;2008;;192390;56520;Crime Wave
91;Event;2040;;194958;57309;Civil unrest
91;Event;2056;;196424;57743;Anarchy government has been overthrown by Balkanization
91;Event;2064;;197528;58080;Monarchy government has been overthrown by Balkanization
91;Event;2091;;199360;58622;Theocracy government has been overthrown by Monarchy
91;Event;2154;;206336;60623;Theocracy government has been overthrown by Tribalism
91;Event;2159;;206780;60772;Balkanization government has been overthrown by Theocracy
91;Event;2197;;209937;61691;Plague
91;Event;2200;;209993;61715;TL collapse
91;Event;2205;;210872;61979;Pro-alien demonstrations
91;Event;2273;;217167;63831;Monarchy government has been overthrown by Democracy
91;Event;2330;;223989;65789;Anarchy government has been overthrown by Democracy
91;Event;2365;;227132;66703;Tribalism government has been overthrown by Anarchy
90;Event;77;;8576;2530;Monarchy government has been overthrown by Tribalism
90;Event;119;;12577;3732;Balkanization government has been overthrown by Democracy
90;Event;148;;14714;4357;Crime Wave
90;Event;193;;19263;5701;Monarchy government has been overthrown by Monarchy
90;Event;233;;23735;7022;Anarchy government has been overthrown by Anarchy
90;Event;238;;24668;7293;Monarchy government has been overthrown by Anarchy
90;Event;322;;33030;9779;Tribalism government has been overthrown by Balkanization
90;Event;368;;36853;10887;Mineral ressources crisis
90;Event;384;;38673;11431;Balkanization government has been overthrown by Democracy
90;Event;420;;41439;12231;Balkanization government has been overthrown by Balkanization
90;Event;424;;41604;12287;Economic boon
90;Event;500;;48964;14414;Anarchy government has been overthrown by Community
90;Event;513;;50046;14723;Balkanization government has been overthrown by Democracy
90;Event;551;;53116;15672;Anarchy government has been overthrown by Monarchy
90;Event;574;;55190;16240;Anarchy government has been overthrown by Community
90;Event;589;;56655;16691;Theocracy government has been overthrown by Theocracy
90;Event;620;;59707;17587;Democracy government has been overthrown by Community
90;Event;703;;68118;20064;Balkanization government has been overthrown by Balkanization
90;Event;723;;71172;20897;Plague
90;Event;746;;72882;21382;Monarchy government has been overthrown by Tribalism
90;Event;935;;88778;26096;Birthrate soars
90;Event;954;;90150;26497;Crime Wave
90;Event;1035;;98399;28927;Community government has been overthrown by Democracy
90;Event;1109;;104869;30862;Major religious event
90;Event;1145;;108644;31978;Balkanization government has been overthrown by Anarchy
90;Event;1162;;111136;32721;Agricultural disaster
90;Event;1180;;112662;33184;Theocracy government has been overthrown by Monarchy
90;Event;1273;;121773;35806;Monarchy government has been overthrown by Theocracy
90;Event;1314;;126542;37172;Research breakthrough
90;Event;1329;;128163;37631;Pro-alien demonstrations
90;Event;1450;;140485;41231;Militarist demonstrations
90;Event;1451;;140562;41254;Community government has been overthrown by Anarchy
90;Event;1458;;141134;41412;Balkanization government has been overthrown by Balkanization
90;Event;1463;;141295;41457;Community government has been overthrown by Tribalism
90;Event;1486;;143286;42052;Economic boon
90;Event;1632;;155262;45564;Community government has been overthrown by Tribalism
90;Event;1663;;158592;46563;Democracy government has been overthrown by Anarchy
90;Event;1764;;168640;49461;Democracy government has been overthrown by Monarchy
90;Event;1848;;176270;51719;Anarchy government has been overthrown by Community
90;Event;1864;;178349;52314;Community government has been overthrown by Monarchy
90;Event;1943;;186264;54711;Infertile plague
90;Event;1946;;186542;54812;Monarchy government has been overthrown by Tribalism
90;Event;2003;;191799;56347;Tribalism government has been overthrown by Democracy
90;Event;2071;;197865;58178;Monarchy government has been overthrown by Community
90;Event;2109;;201943;59344;TL collapse
90;Event;2234;;213794;62838;Community government has been overthrown by Theocracy
90;Event;2295;;219026;64374;Monarchy government has been overthrown by Tribalism
90;Event;2309;;221004;64940;Economic collapse
90;Event;2352;;225906;66358;Pro-alien demonstrations
90;Event;2490;;237660;69793;Tribalism government has been overthrown by Community
89;Event;65;;7735;2298;Tribalism government has been overthrown by Balkanization
89;Event;118;;12357;3673;Democracy government has been overthrown by Tribalism
89;Event;146;;14565;4320;Balkanization government has been overthrown by Balkanization
89;Event;272;;28438;8395;Plague
89;Event;290;;29810;8798;Balkanization government has been overthrown by Theocracy
89;Event;337;;34820;10323;Theocracy government has been overthrown by Balkanization
89;Event;379;;38160;11276;Anti-science demonstrations
89;Event;412;;40849;12058;Anarchy government has been overthrown by Theocracy
89;Event;470;;46358;13642;Democracy government has been overthrown by Theocracy
89;Event;514;;50059;14727;Natural catastrophe
89;Event;578;;55536;16338;Community government has been overthrown by Community
89;Event;638;;61301;18039;Monarchy government has been overthrown by Community
89;Event;715;;69985;20579;Community government has been overthrown by Community
89;Event;757;;74101;21745;Community government has been overthrown by Theocracy
89;Event;815;;78547;23077;Community government has been overthrown by Democracy
89;Event;826;;79296;23316;Tribalism government has been overthrown by Anarchy
89;Event;854;;81668;24035;Community government has been overthrown by Theocracy
89;Event;895;;84774;24917;Monarchy government has been overthrown by Theocracy
89;Event;1023;;97512;28655;Democracy government has been overthrown by Democracy
89;Event;1057;;100477;29513;Tribalism government has been overthrown by Anarchy
89;Event;1058;;100516;29523;Civil unrest
89;Event;1405;;136551;40056;Natural catastrophe
89;Event;1467;;141932;41654;Balkanization government has been overthrown by Democracy
89;Event;1587;;151708;44474;Monarchy government has been overthrown by Anarchy
89;Event;1589;;151763;44491;Democracy government has been overthrown by Democracy
89;Event;1715;;163326;47932;Anarchy government has been overthrown by Balkanization
89;Event;1724;;164530;48277;Birthrate soars
89;Event;1808;;172273;50538;Theocracy government has been overthrown by Anarchy
89;Event;1855;;177168;51969;Balkanization government has been overthrown by Anarchy
89;Event;1930;;184963;54296;Social trouble
89;Event;1992;;190595;56002;Monarchy government has been overthrown by Balkanization
89;Event;2000;;191533;56272;Monarchy government has been overthrown by Monarchy
89;Event;2079;;198370;58324;Militarist demonstrations
89;Event;2145;;205396;60350;Balkanization government has been overthrown by Tribalism
89;Event;2219;;212476;62439;Plague
89;Event;2280;;217909;64046;Democracy government has been overthrown by Theocracy
89;Event;2424;;231898;68094;Democracy government has been overthrown by Theocracy
89;Event;2455;;234722;68873;Balkanization government has been overthrown by Community
89;Event;2468;;235319;69041;Balkanization government has been overthrown by Tribalism
89;Event;2546;;242508;71175;Research breakthrough
88;Event;9;;1299;391;Anarchy government has been overthrown by Anarchy
88;Event;46;;4661;1377;Community government has been overthrown by Monarchy
88;Event;53;;5995;1776;Plague
88;Event;55;;6320;1884;Theocracy government has been overthrown by Democracy
88;Event;107;;11415;3389;Monarchy government has been overthrown by Community
88;Event;217;;21919;6492;Community government has been overthrown by Democracy
